"last_date","OGC_FID","GEOMETRY","licenses_id","scrape_date","licenseno","status","licensetype","issuedate","exprdate","owner","premisesaddress","segments_id","lon","lat","x","y","city","neighborhood","community","council","tract","business","mailaddress","gcquality","gctype"
"2013-07-09T",2247,"","","2013-07-09T",440662,"ACTIVE",86,"2006-08-23T","2013-06-30T","NEW ALBERTSONS INC","3450 MARRON RD, OCEANSIDE, CA  92056",-1,-117.296565612,33.1782005278,6241450.51299,2010072.44888,"NONE","NONE","NONE","NONE","0198.05","Albertsons 6733","PO BOX 20 BOISE, ID  83726-0020",1547,"cns/seginterp"
"2013-07-09T",2248,"","","2013-07-09T",440663,"ACTIVE",21,"2006-08-23T","2013-06-30T","NEW ALBERTSONS INC","4150 OCEANSIDE BLVD, OCEANSIDE, CA  92056-6003",-1,-117.287311249,33.207699254,6244388.74369,2020776.8729,"NONE","NONE","NONE","NONE","0185.13","Albertsons 6740","PO BOX 20 BOISE, ID  83726-0020",0,"cns/address"
"2013-07-09T",2249,"","","2013-07-09T",440664,"ACTIVE",21,"2006-08-23T","2013-06-30T","NEW ALBERTSONS INC","14837 POMERADO RD, POWAY, CA  92064",-1,-117.060981871,32.9815052603,6312973.41128,1937864.80751,"NONE","NONE","NONE","NONE","0170.40","Albertsons 6741","PO BOX 20 BOISE, ID  83726-0020",14,"cns/address"
"2013-07-09T",2250,"","","2013-07-09T",440665,"ACTIVE",86,"2006-08-23T","2013-06-30T","NEW ALBERTSONS INC","7895 HIGHLAND VILLAGE PL, SAN DIEGO, CA  92129",-1,-117.099132607,32.7570872168,6300609.498,1856306.854,"NONE","NONE","NONE","NONE","0083.35","Albertsons 6742","PO BOX 20 BOISE, ID  83726-0020",0,"cns/segmid"
"2013-07-09T",2251,"","","2013-07-09T",440668,"ACTIVE",86,"2006-08-23T","2013-06-30T","NEW ALBERTSONS INC","12475 RANCHO BERNARDO RD, SAN DIEGO, CA  92128",-1,-117.061835866,33.0175570817,6312813.66682,1950983.84877,"NONE","NONE","NONE","NONE","0170.14","Albertsons 6763","PO BOX 20 BOISE, ID  83726-0020",0,"cns/address"
"2013-07-09T",2252,"","","2013-07-09T",440669,"ACTIVE",21,"2006-08-23T","2013-06-30T","NEW ALBERTSONS INC","3925 MISSION AVE, OCEANSIDE, CA  92058-7803",-1,-117.322118629,33.2280645634,6233818.9226,2028294.21296,"NONE","NONE","NONE","NONE","0185.12","Albertsons 6767","PO BOX 20 BOISE, ID  83726-0020",30,"cns/address"
"2013-07-09T",2253,"","","2013-07-09T",440670,"ACTIVE",86,"2006-08-23T","2013-06-30T","NEW ALBERTSONS INC","10740 WESTVIEW PKWY, SAN DIEGO, CA  92126",-1,-117.025487519,32.7619070461,6323263.536,1857884.089,"NONE","NONE","NONE","NONE","0083.59","Albertsons 6770","PO BOX 20 BOISE, ID  83726-0020",0,"cns/segmid"
"2013-07-09T",2254,"","","2013-07-09T",440671,"ACTIVE",21,"2006-08-02T","2014-05-31T","G & D DANIEL INC","7161 BROADWAY, LEMON GROVE, CA  91945",-1,-117.043582456,32.7421741645,6317646.18646,1850746.41294,"NONE","NONE","NONE","NONE","0144.00","Rock Liquor","",0,"cns/address"
"2013-07-09T",2255,"","","2013-07-09T",440672,"ACTIVE",86,"2006-08-23T","2013-06-30T","NEW ALBERTSONS INC","14340 PENASQUITOS DR, SAN DIEGO, CA  92129",-1,-117.089089822,32.9769101226,6304340.63971,1936261.13428,"NONE","NONE","NONE","NONE","0170.18","Albertsons 6772","PO BOX 20 BOISE, ID  83726-0020",0,"cns/address"
"2013-07-09T",2256,"","","2013-07-09T",440677,"ACTIVE",86,"2006-08-23T","2013-06-30T","NEW ALBERTSONS INC","1601 S MELROSE DR, VISTA, CA  92081-5471",-1,-117.24724016,33.1670675423,6256503.33538,2005873.93762,"NONE","NONE","NONE","NONE","0198.06","Albertsons 6797","PO BOX 20 BOISE, ID  83726-0020",107,"cns/seginterp"
"2013-07-09T",2257,"","","2013-07-09T",440680,"ACTIVE",21,"2006-08-23T","2013-06-30T","NEW ALBERTSONS INC","7090 BROADWAY, LEMON GROVE, CA  91945",-1,-117.045580057,32.7421737651,6317031.95052,1850750.94862,"NONE","NONE","NONE","NONE","0144.00","Albertsons 6707","PO BOX 20 BOISE, ID  83726-0020",5,"cns/address"
"2013-07-09T",2258,"","","2013-07-09T",440681,"ACTIVE",21,"2006-08-23T","2013-06-30T","NEW ALBERTSONS INC","5185 WARING RD, SAN DIEGO, CA  92120",-1,-117.080467404,32.7918258021,6306448.47359,1868899.74409,"NONE","NONE","NONE","NONE","0097.03","Albertsons 6709","PO BOX 20 BOISE, ID  83726-0020",0,"cns/address"
"2013-07-09T",2259,"","","2013-07-09T",440682,"ACTIVE",21,"2006-08-23T","2013-06-30T","NEW ALBERTSONS INC","8920 FLETCHER PKWY, LA MESA, CA  91942",-1,-117.00005601,32.7662458169,6331093.0,1859405.499,"NONE","NONE","NONE","NONE","0150.00","Albertsons 6710","PO BOX 20 BOISE, ID  83726-0020",0,"cns/segmid"
"2013-07-09T",2260,"","","2013-07-09T",440683,"ACTIVE",86,"2006-08-23T","2013-06-30T","NEW ALBERTSONS INC","2235 UNIVERSITY AVE, SAN DIEGO, CA  92104",-1,-117.140585399,32.7479756384,6287837.2456,1853098.08025,"NONE","NONE","NONE","NONE","0008.00","Albertsons 6714","PO BOX 20 BOISE, ID  83726-0020",0,"cns/address"
"2013-07-09T",2261,"","","2013-07-09T",440685,"ACTIVE",86,"2006-08-23T","2013-06-30T","NEW ALBERTSONS INC","422 W WASHINGTON ST, SAN DIEGO, CA  92103",-1,-117.167672393,32.750547495,6279517.22084,1854106.02469,"NONE","NONE","NONE","NONE","0004.00","Albertsons 6715","PO BOX 20 BOISE, ID  83726-0020",0,"cns/address"
"2013-07-09T",2262,"","","2013-07-09T",440686,"SUREND",21,"2006-08-23T","2013-06-30T","NEW ALBERTSONS INC","4220 BALBOA AVE, SAN DIEGO, CA  92117",-1,-117.200109254,32.8128144325,6269750.83218,1876850.01488,"NONE","NONE","NONE","NONE","0085.04","Albertsons 6721","PO BOX 20 BOISE, ID  83726-0020",0,"cns/address"
"2013-07-09T",2263,"","","2013-07-09T",440688,"ACTIVE",86,"2006-08-23T","2013-06-30T","NEW ALBERTSONS INC","9870 N MAGNOLIA AVE, SANTEE, CA  92071",-1,-116.971964499,32.857315563,6339957.86835,1892479.14815,"NONE","NONE","NONE","NONE","0166.10","Albertsons 6727","PO BOX 20 BOISE, ID  83726-0020",32,"cns/address"
"2013-07-09T",2264,"","","2013-07-09T",440691,"ACTIVE",21,"2006-08-23T","2013-06-30T","NEW ALBERTSONS INC","150 B AVE, CORONADO, CA  92118",-1,-117.171187675,32.6974281484,6278265.67864,1834789.0075,"NONE","NONE","NONE","NONE","0110.00","Albertsons 6747","PO BOX 20 BOISE, ID  83726-0020",10,"cns/address"
"2013-07-09T",2265,"","","2013-07-09T",440693,"SUREND",21,"2006-08-23T","2013-06-30T","NEW ALBERTSONS INC","1860 CORONADO AVE, SAN DIEGO, CA  92154-2007",-1,-117.252099578,32.7410527268,6253526.628,1850890.52,"NONE","NONE","NONE","NONE","0101.03","Albertsons 6755","PO BOX 20 BOISE, ID  83726-0020",0,"cns/segmid"
"2013-07-09T",2266,"","","2013-07-09T",440695,"ACTIVE",21,"2006-08-23T","2013-06-30T","NEW ALBERTSONS INC","720 3RD AVE, CHULA VISTA, CA  91910",-1,-136.17877344,25.9454865109,-1.0,-1.0,"NONE","NONE","NONE","NONE","0130.00","Albertsons 6757","PO BOX 20 BOISE, ID  83726-0020",-1,"NONE"
"2013-07-09T",2267,"","","2013-07-09T",440697,"ACTIVE",86,"2006-08-23T","2013-06-30T","NEW ALBERTSONS INC","10633 TIERRASANTA BLVD, SAN DIEGO, CA  92124",-1,-117.236438332,32.8000613129,6258545.3505,1872313.70225,"NONE","NONE","NONE","NONE","0095.09","Albertsons 6760","PO BOX 20 BOISE, ID  83726-0020",2,"cns/address"
"2013-07-09T",2268,"","","2013-07-09T",440698,"ACTIVE",86,"2006-08-23T","2013-06-30T","NEW ALBERTSONS INC","1608 BROADWAY, EL CAJON, CA  92021",-1,-116.921703696,32.8077044403,6355276.0,1874325.53846,"NONE","NONE","NONE","NONE","0164.01","Albertsons 6771","PO BOX 20 BOISE, ID  83726-0020",442,"cns/seginterp"
"2013-07-09T",2269,"","","2013-07-09T",440699,"ACTIVE",86,"2006-08-23T","2013-06-30T","NEW ALBERTSONS INC","2899 JAMACHA RD, EL CAJON, CA  92019",-1,-116.938144117,32.7397358034,6350061.3,1849628.8705,"NONE","NONE","NONE","NONE","0213.03","Albertsons 6783","PO BOX 20 BOISE, ID  83726-0020",0,"cns/address"
"2013-07-09T",2270,"","","2013-07-09T",440700,"ACTIVE",21,"2006-08-23T","2013-06-30T","NEW ALBERTSONS INC","8650 LAKE MURRAY BLVD, SAN DIEGO, CA  92119",-1,-117.012829434,32.8026814839,6327263.39921,1872690.61888,"NONE","NONE","NONE","NONE","0098.02","Albertsons 6785","PO BOX 20 BOISE, ID  83726-0020",0,"cns/address"
"2013-07-09T",2271,"","","2013-07-09T",440701,"ACTIVE",21,"2006-08-23T","2013-06-30T","NEW ALBERTSONS INC","730 TURQUOISE ST A, SAN DIEGO, CA  92109",-1,-117.259968084,32.8088025282,6251345.95525,1875563.23425,"NONE","NONE","NONE","NONE","0080.06","Albertsons 6788","PO BOX 20 BOISE, ID  83726-0020",0,"cns/address"
"2013-07-09T",2272,"","","2013-07-09T",440702,"ACTIVE",21,"2006-08-23T","2013-06-30T","NEW ALBERTSONS INC","4421 UNIVERSITY AVE, SAN DIEGO, CA  92105",-1,-117.0995087,32.7498507126,6300472.42282,1853674.90629,"NONE","NONE","NONE","NONE","0026.01","Albertsons 6801","PO BOX 20 BOISE, ID  83726-0020",7,"cns/address"
"2013-07-09T",2273,"","","2013-07-09T",440771,"ACTIVE",21,"2006-07-06T","2013-06-30T","ABDULAHAD, MERNA V","1530 JAMACHA RD, STE O, EL CAJON, CA  92019",-1,-116.927877287,32.7770127885,6353306.5,1863171.004,"NONE","NONE","NONE","NONE","0136.05","Jamacha Liquor","",0,"cns/segmid"
"2013-07-09T",2274,"","","2013-07-09T",440774,"ACTIVE",20,"2007-01-09T","2013-12-31T","JIMBOS NATURAL FAMILY INC","10511 4S COMMONS DR, STE 155, SAN DIEGO, CA  92127",-1,-117.111159734,33.0187914136,6297698.40695,1951554.24221,"NONE","NONE","NONE","NONE","0170.32","Jimbos Naturally","",252,"cns/seginterp"
"2013-07-09T",2275,"","","2013-07-09T",441041,"ACTIVE",20,"2006-07-19T","2013-06-30T","7 ELEVEN INC","487 VANDEGRIFT BLVD, OCEANSIDE, CA  92057",-1,-117.299471801,33.2544533166,6240840.6,2037825.0,"NONE","NONE","NONE","NONE","0186.10","7 Eleven Store 211 20342D","PO BOX 219088 DALLAS, TX  75221-9088",120,"cns/seginterp"
"2013-07-09T",2276,"","","2013-07-09T",441075,"ACTIVE",20,"2006-07-17T","2013-06-30T","APRO LLC","3860 GOVERNOR DR, SAN DIEGO, CA  92122",-1,-117.205306437,32.8550532467,6268294.87834,1892232.40267,"NONE","NONE","NONE","NONE","0083.07","Apro 35","17311 S MAIN ST GARDENA, CA  90248-3131",0,"cns/address"
"2013-07-09T",2277,"","","2013-07-09T",441150,"REVPEN",75,"2007-04-17T","2013-03-31T","BASMAR LLC","4353 LA JOLLA VILLAGE DR, SPC H29 STE A, SAN DIEGO, CA  92122-1209",-1,-117.210535348,32.8715641801,6266744.48238,1898254.34721,"NONE","NONE","NONE","NONE","0083.40","Miami Grille","484 PROSPET ST LA JOLLA, CA  92037",0,"cns/address"
"2013-07-09T",2278,"","","2013-07-09T",441173,"ACTIVE",41,"2006-08-07T","2013-07-31T","LEE, SUNG CHOL","5950 SANTO RD, STE G, SAN DIEGO, CA  92124",-1,-117.097899191,32.8401416784,6301234.43301,1886521.83759,"NONE","NONE","NONE","NONE","0095.02","Eda Mami","5326 BELARDO DR SAN DIEGO, CA  92124-1545",40,"cns/address"
"2013-07-09T",2279,"","","2013-07-09T",441239,"ACTIVE",21,"2006-08-28T","2013-07-31T","114 WINE INC","363 5TH AVE, SAN DIEGO, CA  92101",-1,-117.093433684,33.1101735633,6303400.752,1984758.149,"NONE","NONE","NONE","NONE","0054.00","Wine Bank The","",0,"cns/segmid"
"2013-07-09T",2280,"","","2013-07-09T",441330,"ACTIVE",47,"2009-05-01T","2014-04-30T","PESCADOS Y MARISCOS HECTORS INC","2305 OTAY LAKES RD, # 201, CHULA VISTA, CA  91915-1161",-1,-116.964900397,32.649953357,6341609.84825,1817017.91325,"NONE","NONE","NONE","NONE","0134.19","Pescados Y Mariscos Hectors","",20,"cns/address"
"2013-07-09T",2281,"","","2013-07-09T",441361,"ACTIVE",21,"2006-08-14T","2013-07-31T","NMRM INC","985 BROADWAY, STE L, CHULA VISTA, CA  91911",-1,-117.082550317,32.6143556761,6305292.77367,1804334.91583,"NONE","NONE","NONE","NONE","0131.04","Sunset Market And Liquor","",0,"cns/address"
"2013-07-09T",2282,"","","2013-07-09T",441366,"ACTIVE",47,"2006-09-05T","2013-08-31T","F & B ASSOCIATES INC","702 ASH ST, STE E, SAN DIEGO, CA  92101",-1,-117.157910499,32.7195973474,6282420.5,1842819.0679,"NONE","NONE","NONE","NONE","0056.00","Best Beverage Catering And Soleluna Cafe","540 BARNEVELD AVE, UNIT K SAN FRANCISCO, CA  94124",1,"cns/address"
"2013-07-09T",2283,"","","2013-07-09T",441370,"ACTIVE",41,"2011-06-10T","2013-05-31T","ZANZIBAR CAFE INC","976 GARNET AVE, SAN DIEGO, CA  92109",-1,-117.252237375,32.7976376067,6253682.15559,1871478.18506,"NONE","NONE","NONE","NONE","0079.05","Zanzibar Cafe Inc","3252 HOLIDAY CT, # 202 LA JOLLA, CA  92037",0,"cns/address"
"2013-07-09T",2284,"","","2013-07-09T",441382,"ACTIVE",20,"2006-09-15T","2013-08-31T","TARGET CORPORATION","8251 MIRA MESA BLVD, SAN DIEGO, CA  92126",-1,-117.145873203,32.9112428877,6286721.84566,1912514.04051,"NONE","NONE","NONE","NONE","0083.51","Target T0305","1000 NICOLLET MALL, TPN-0910 ATTN: KRISTEN RUUD, MINNEAPOLIS, MN  55403-2542",0,"cns/address"
"2013-07-09T",2285,"","","2013-07-09T",441512,"ACTIVE",47,"2010-03-15T","2014-02-28T","CSC GOLF MANAGEMENT","2960 TRUXTON RD, SAN DIEGO, CA  92106-6115",-1,-136.17877344,25.9454865109,-1.0,-1.0,"NONE","NONE","NONE","NONE","0214.00","Sail Ho Golf Club","45100 REDHAWK PKWY TEMECULA, CA  92592-9500",-1,"NONE"
"2013-07-09T",2286,"","","2013-07-09T",441649,"ACTIVE",21,"2007-03-19T","2013-06-30T","NEW ALBERTSONS INC","2310 PROCTOR VALLEY RD, CHULA VISTA, CA  91914",-1,-116.970541435,32.6628686709,6339905.95577,1821728.95968,"NONE","NONE","NONE","NONE","0134.19","Albertsons 6759","PO BOX 20 BOISE, ID  83726-0020",15,"cns/address"
"2013-07-09T",2287,"","","2013-07-09T",441874,"ACTIVE",41,"2006-08-14T","2013-07-31T","AMPHAVANNASOUK, KHOUN","2832 EL CAJON BLVD, SAN DIEGO, CA  92104",-1,-117.1331049,32.7557085081,6290161.05914,1855891.99396,"NONE","NONE","NONE","NONE","0012.00","Bangkok Spices","1588 COUNTRY VISTAS LN BONITA, CA  91902",0,"cns/address"
"2013-07-09T",2288,"","","2013-07-09T",441936,"ACTIVE",47,"2006-08-10T","2013-07-31T","DCSS II INC","1421 UNIVERSITY AVE, SAN DIEGO, CA  92103",-1,-117.15058731,32.7481485979,6284762.56497,1853187.42384,"NONE","NONE","NONE","NONE","0007.00","Baja Bettys","",0,"cns/address"
"2013-07-09T",2289,"","","2013-07-09T",441983,"ACTIVE",20,"2006-08-16T","2013-07-31T","BEAUCHAMP, SHELLI SUE HALEY","1945 E EL NORTE PKWY, ESCONDIDO, CA  92027",-1,-117.042387796,33.1519574028,6319146.625,1999838.241,"NONE","NONE","NONE","NONE","0201.09","Food Valu Market","314 VALLEYTREE PL ESCONDIDO, CA  92026",0,"cns/segmid"
"2013-07-09T",2290,"","","2013-07-09T",441991,"ACTIVE",21,"2006-10-12T","2014-04-30T","SHAO, ADEL YALDA","299 BROADWAY, CHULA VISTA, CA  91910-2319",-1,-117.092594292,32.6380189231,6302269.49602,1812969.30905,"NONE","NONE","NONE","NONE","0124.02","Little Spirit Shop","",1,"cns/address"
"2013-07-09T",2291,"","","2013-07-09T",442034,"ACTIVE",42,"2008-03-04T","2014-02-28T","KALZOOKY INC","551 5TH AVE, SAN DIEGO, CA  92101",-1,-117.089970071,33.1123979429,6304467.834,1985558.905,"NONE","NONE","NONE","NONE","0054.00","Cuban Cigar Factory","",0,"cns/segmid"
"2013-07-09T",2292,"","","2013-07-09T",442042,"ACTIVE",20,"2007-01-30T","2013-06-30T","7 ELEVEN INC","9660 VIA DE LA AMISTAD, STE 103, SAN DIEGO, CA  92154",-1,-116.937126477,32.5528945535,6349926.21369,1781646.47957,"NONE","NONE","NONE","NONE","0100.15","7 Eleven Store 33564","PO BOX 219088 DALLAS, TX  75221-9088",335,"cns/seginterp"
"2013-07-09T",2293,"","","2013-07-09T",442062,"ACTIVE",20,"2006-11-29T","2013-10-31T","TARGET CORPORATION","250 BROADWAY, EL CAJON, CA  92021-4539",-1,-116.959649434,32.8096027977,6343621.5,1875093.467,"NONE","NONE","NONE","NONE","0165.04","Target T0304","1000 NICOLLET MALL, TPN-0910 ATTN: KRISTEN RUUD, MINNEAPOLIS, MN  55403-2542",0,"cns/address"
"2013-07-09T",2294,"","","2013-07-09T",442134,"ACTIVE",47,"2006-08-28T","2013-07-31T","PACS ENTERPRISES LLC","14050 CARMEL RIDGE RD, SAN DIEGO, CA  92128",-1,-117.075443891,32.9748894901,6308519.56705,1935492.55007,"NONE","NONE","NONE","NONE","0170.55","Carmel Mountain Ranch Country Club","",1,"cns/address"
"2013-07-09T",2295,"","","2013-07-09T",442176,"ACTIVE",21,"2006-08-22T","2013-07-31T","MDDM INC","997 W SAN MARCOS BLVD, STE 109, SAN MARCOS, CA  92078-1136",-1,-117.187077856,33.1354359184,6274809.52494,1994194.36897,"NONE","NONE","NONE","NONE","0200.29","E Food Store","",37,"cns/address"
"2013-07-09T",2296,"","","2013-07-09T",442179,"ACTIVE",41,"2006-08-17T","2013-07-31T","JBANC ENTERPRISES INC","3210 MISSION BLVD, SAN DIEGO, CA  92109",-1,-117.251441119,32.7724913807,6253838.95936,1862326.89187,"NONE","NONE","NONE","NONE","0076.00","Luigis At The Beach","PO BOX 9127 SAN DIEGO, CA  92169",0,"cns/address"
"2013-07-09T",2297,"","","2013-07-09T",442274,"ACTIVE",20,"2006-11-07T","2013-06-30T","7 ELEVEN INC","5650 BALTIMORE DR, LA MESA, CA  91942",-1,-117.033495083,32.7817768652,6320856.1936,1865131.85185,"NONE","NONE","NONE","NONE","0148.04","7 Eleven Store 2121 21453D","PO BOX 219088 DALLAS, TX  75221-9088",30,"cns/address"
"2013-07-09T",2298,"","","2013-07-09T",442354,"ACTIVE",21,"2006-09-07T","2013-11-30T","YASIR INC","820 BIRMINGHAM DR, ENCINITAS, CA  92007-1402",-1,-117.273327644,33.0256286707,6248015.53436,1954491.06641,"NONE","NONE","NONE","NONE","0174.04","Cardiff Valero","",5,"cns/address"
"2013-07-09T",2299,"","","2013-07-09T",442376,"ACTIVE",41,"2006-09-22T","2013-08-31T","EXACTA MANAGEMENT LLC","2650 JAMACHA RD, STE 143, EL CAJON, CA  92019",-1,-116.932370777,32.7452116541,6351849.62425,1851609.52975,"NONE","NONE","NONE","NONE","0136.06","Round Table Pizza","",0,"cns/address"
"2013-07-09T",2300,"","","2013-07-09T",442426,"ACTIVE",41,"2006-10-19T","2013-09-30T","AGUILAR BALCH LLC","8973 MIRA MESA BLVD, SAN DIEGO, CA  92126-2716",-1,-117.130914695,32.9135905398,6291319.74073,1913329.0805,"NONE","NONE","NONE","NONE","0083.58","Happys Sushi Japanese Cuisine & Sushi Bar","",0,"cns/address"
"2013-07-09T",2301,"","","2013-07-09T",442533,"ACTIVE",47,"2006-10-02T","2013-09-30T","BLACKHORSE GRILLE LLC","3702 VIA DE LA VALLE, STE 101, DEL MAR, CA  92014",-1,-117.230882672,32.9830515873,6260878.84054,1938875.10495,"NONE","NONE","NONE","NONE","0173.06","Blackhorse Grille","",0,"cns/address"
"2013-07-09T",2302,"","","2013-07-09T",442587,"ACTIVE",56,"2006-11-02T","2013-10-31T","ROYAL BEVERAGE CRUISE SALES LLC","1150 N HARBOR DR B ST, PIER BERTH B2 B5, SAN DIEGO, CA  92101",-1,-117.173617042,32.7175757184,6277583.24567,1842125.96296,"NONE","NONE","NONE","NONE","0054.00","","1050 CARIBBEAN WAY, LEGAL DEPT MIAMI, FL  33132-2028",10,"cns/address"
"2013-07-09T",2303,"","","2013-07-09T",442604,"ACTIVE",41,"2006-09-12T","2013-08-31T","GUAN, GUANG T","949 BROADWAY, CHULA VISTA, CA  91911-1703",-1,-117.083846285,32.6155872692,6304897.2878,1804786.2037,"NONE","NONE","NONE","NONE","0131.04","Mandarin China Chinese Restaurant","",1,"cns/address"
"2013-07-09T",2304,"","","2013-07-09T",442644,"ACTIVE",41,"2006-09-07T","2013-08-31T","CHOI, JACOB","727 W SAN MARCOS BLVD, STE 108, SAN MARCOS, CA  92078",-1,-117.179901516,33.1369301738,6277011.12784,1994718.3678,"NONE","NONE","NONE","NONE","0200.26","Sushi Huku Japanese Restaurant","",377,"cns/seginterp"
"2013-07-09T",2305,"","","2013-07-09T",442656,"ACTIVE",47,"2006-09-19T","2013-10-31T","ANITAS RESTAURANT INC","309 S COAST HWY, OCEANSIDE, CA  92054-3110",-1,-117.38892226,33.2026930901,6213290.706,2019279.806,"NONE","NONE","NONE","NONE","0182.00","Anitas Mexican Restaurant","",0,"cns/segmid"
"2013-07-09T",2306,"","","2013-07-09T",442678,"ACTIVE",42,"2006-10-12T","2013-09-30T","QUESTLINE COMMUNICATION INC","2539 CONGRESS ST, STE A, SAN DIEGO, CA  92110-2862",-1,-117.196091664,32.7525683986,6270786.2814,1854919.3884,"NONE","NONE","NONE","NONE","0065.00","Wine Cabana In Old Town","",1,"cns/address"
"2013-07-09T",2307,"","","2013-07-09T",442778,"ACTIVE",20,"2006-09-12T","2013-06-30T","CELLARS INTERNATIONAL INC","1780 LA COSTA MEADOWS DR, STE 100, SAN MARCOS, CA  92078-9101",-1,-117.219991002,33.1037207665,6264627.12569,1982747.39213,"NONE","NONE","NONE","NONE","0200.27","Rudi Wiest Selections","",5,"cns/address"
"2013-07-09T",2308,"","","2013-07-09T",442810,"ACTIVE",21,"2008-04-30T","2013-06-30T","NEW ALBERTSONS INC","1571 SAN ELIJO RD S, SAN MARCOS, CA  92078",-1,-117.208093251,33.094872496,6268240.878,1979494.387,"NONE","NONE","NONE","NONE","0171.10","Albertsons 6750","PO BOX 20 BOISE, ID  83726-0020",222,"cns/seginterp"
"2013-07-09T",2309,"","","2013-07-09T",442866,"ACTIVE",20,"2006-09-26T","2013-08-31T","A FINE ENTERPRISE & COMPANY INC","2940 LYTTON ST, SAN DIEGO, CA  92110-4811",-1,-117.211939308,32.7442462172,6265886.04963,1851936.1022,"NONE","NONE","NONE","NONE","0066.00","","",0,"cns/address"
"2013-07-09T",2310,"","","2013-07-09T",442876,"ACTIVE",86,"2006-11-20T","2013-10-31T","CORONADO PARK PLACE INC","1000 PARK PL, CORONADO, CA  92118-2822",-1,-117.180507948,32.6852136083,6275358.73494,1830370.42077,"NONE","NONE","NONE","NONE","0218.00","Park Place Liquor","",0,"cns/address"
"2013-07-09T",2311,"","","2013-07-09T",442884,"ACTIVE",20,"2007-07-02T","2013-06-30T","CHEVRON STATIONS INC","1601 N COAST HIGHWAY, OCEANSIDE, CA  92054-1026",-1,-117.38892226,33.2026930901,6213290.706,2019279.806,"NONE","NONE","NONE","NONE","0186.01","Chevron 1815","PO BOX 2292, BUSINESS LICENSE & PERMIT BREA, CA  92822-2292",0,"cns/segmid"
"2013-07-09T",2312,"","","2013-07-09T",442972,"ACTIVE",48,"2006-09-19T","2013-08-31T","ARIZONA CAFE INC","1925 BACON ST, SAN DIEGO, CA  92107-2805",-1,-117.250395807,32.7473829948,6254072.61059,1853188.62947,"NONE","NONE","NONE","NONE","0075.02","Arizona Cafe","4960 NEWPORT AVE SAN DIEGO, CA  92107",0,"cns/address"
"2013-07-09T",2313,"","","2013-07-09T",443307,"ACTIVE",48,"2006-09-21T","2013-08-31T","CHU, AMY","2305 HIGHLAND AVE, NATIONAL CITY, CA  91950-6920",-1,-117.09392098,32.6650495848,6301940.6805,1822807.33393,"NONE","NONE","NONE","NONE","0116.01","Playball","",1,"cns/address"
"2013-07-09T",2314,"","","2013-07-09T",443377,"ACTIVE",20,"2006-10-04T","2013-08-31T","TOM & HANIS INVESTMENTS INC","2193 OCEAN VIEW BLVD, SAN DIEGO, CA  92113-1240",-1,-117.13593423,32.7021518212,6289125.64628,1836413.65185,"NONE","NONE","NONE","NONE","0049.00","V & D Market","",0,"cns/address"
"2013-07-09T",2315,"","","2013-07-09T",443401,"ACTIVE",21,"2006-09-27T","2013-08-31T","JAMO, HAITHAM S","5307 LAKE MURRAY BLVD, STE B, LA MESA, CA  91942",-1,-117.044751597,32.7753496493,6317378.69874,1862819.5849,"NONE","NONE","NONE","NONE","0148.05","Bottle Rack Liquor","",0,"cns/address"
"2013-07-09T",2316,"","","2013-07-09T",443405,"ACTIVE",21,"2006-10-10T","2013-09-30T","FRZORA INC","907 S COAST HWY, OCEANSIDE, CA  92054-5002",-1,-117.276673515,32.8475224496,6246351.96279,1889700.78704,"NONE","NONE","NONE","NONE","0182.00","Mikes Liquor & Market","",2,"cns/address"
"2013-07-09T",2317,"","","2013-07-09T",443419,"ACTIVE",41,"2006-10-27T","2013-09-30T","SALUM REVILLA ENTERPRISES LLC","4419 CAMINO DE LA PLAZA, PAD N, SAN DIEGO, CA  92173-3002",-1,-136.17877344,25.9454865109,-1.0,-1.0,"NONE","NONE","NONE","NONE","0100.09","Achiote","",-1,"NONE"
"2013-07-09T",2318,"","","2013-07-09T",443439,"ACTIVE",47,"2007-09-18T","2013-08-31T","DAVE & BUSTERS OF CALIFORNIA INC","2931 CAMINO DEL RIO N, SAN DIEGO, CA  92108",-1,-136.17877344,25.9454865109,-1.0,-1.0,"NONE","NONE","NONE","NONE","0093.04","Dave & Busters","2481 MANANA DR DALLAS, TX  75220-1203",-1,"NONE"
"2013-07-09T",2319,"","","2013-07-09T",443443,"ACTIVE",41,"2006-10-10T","2013-07-31T","KING & I OF SAN MARCOS INC","1020 W SAN MARCOS BLVD, STE 164 & 168, SAN MARCOS, CA  92078-4095",-1,-117.190886693,33.135192917,6273642.80195,1994116.45617,"NONE","NONE","NONE","NONE","0200.29","King & I Of San Marcos Inc","",60,"cns/address"
"2013-07-09T",2320,"","","2013-07-09T",443483,"ACTIVE",41,"2007-01-10T","2013-12-31T","LAMKONE RESTAURANTS INC","10436 CRAFTSMAN WAY, STE 6C, SAN DIEGO, CA  92127-3504",-1,-117.113606698,33.0200780002,6296952.24215,1952028.55308,"NONE","NONE","NONE","NONE","0170.32","Wahoos Fish Taco","2855 PULLMAN ST SANTA ANA, CA  92705-5713",140,"cns/seginterp"
